date,year,month,city,pop
2021-01-01,2021,1,臺南市,1873755
2021-02-01,2021,2,臺南市,1873043
2021-03-01,2021,3,臺南市,1871961
2021-04-01,2021,4,臺南市,1871224
2021-05-01,2021,5,臺南市,1870343
2021-06-01,2021,6,臺南市,1869610
2021-07-01,2021,7,臺南市,1868739
2021-08-01,2021,8,臺南市,1867554
2021-09-01,2021,9,臺南市,1866073
2021-10-01,2021,10,臺東縣,213718
2021-11-01,2021,11,臺東縣,213534
2021-12-01,2021,12,臺東縣,213386
2021-01-01,2021,1,臺東縣,215113
2021-02-01,2021,2,臺東縣,214983
2021-03-01,2021,3,臺東縣,214745
2021-04-01,2021,4,臺東縣,214599
2021-05-01,2021,5,臺東縣,214428
2021-06-01,2021,6,臺東縣,214274
2021-07-01,2021,7,臺東縣,214132
2021-08-01,2021,8,臺東縣,213956
2021-09-01,2021,9,臺東縣,213818
2021-10-01,2021,10,花蓮縣,321971
2021-11-01,2021,11,花蓮縣,321697
2021-12-01,2021,12,花蓮縣,321358
2021-01-01,2021,1,花蓮縣,324074
2021-02-01,2021,2,花蓮縣,323929
2021-03-01,2021,3,花蓮縣,323666
2021-04-01,2021,4,花蓮縣,323441
2021-05-01,2021,5,花蓮縣,323252
2021-06-01,2021,6,花蓮縣,323101
2021-07-01,2021,7,花蓮縣,322836
2021-08-01,2021,8,花蓮縣,322506
2021-09-01,2021,9,花蓮縣,322260
2021-10-01,2021,10,苗栗縣,538940
2021-11-01,2021,11,苗栗縣,538568
2021-12-01,2021,12,苗栗縣,538178
2021-01-01,2021,1,苗栗縣,542127
2021-02-01,2021,2,苗栗縣,541914
2021-03-01,2021,3,苗栗縣,541460
2021-04-01,2021,4,苗栗縣,541226
2021-05-01,2021,5,苗栗縣,540917
2021-06-01,2021,6,苗栗縣,540587
2021-07-01,2021,7,苗栗縣,540312
2021-08-01,2021,8,苗栗縣,539879
2021-09-01,2021,9,苗栗縣,539361
2021-10-01,2021,10,連江縣,13516
2021-11-01,2021,11,連江縣,13577
2021-12-01,2021,12,連江縣,13645
2021-01-01,2021,1,連江縣,13303
2021-02-01,2021,2,連江縣,13296
2021-03-01,2021,3,連江縣,13336
2021-04-01,2021,4,連江縣,13403
2021-05-01,2021,5,連江縣,13437
2021-06-01,2021,6,連江縣,13424
2021-07-01,2021,7,連江縣,13449
2021-08-01,2021,8,連江縣,13420
2021-09-01,2021,9,連江縣,13429
2021-10-01,2021,10,金門縣,141180
2021-11-01,2021,11,金門縣,141327
2021-12-01,2021,12,金門縣,141539
2021-01-01,2021,1,金門縣,140536
2021-02-01,2021,2,金門縣,140511
2021-03-01,2021,3,金門縣,140406
2021-04-01,2021,4,金門縣,140325
2021-05-01,2021,5,金門縣,140228
2021-06-01,2021,6,金門縣,139975
2021-07-01,2021,7,金門縣,139764
2021-08-01,2021,8,金門縣,140004
2021-09-01,2021,9,金門縣,140856
2021-10-01,2021,10,雲林縣,671182
2021-11-01,2021,11,雲林縣,670664
2021-12-01,2021,12,雲林縣,670132
2021-01-01,2021,1,雲林縣,676219
2021-02-01,2021,2,雲林縣,675673
2021-03-01,2021,3,雲林縣,675074
2021-04-01,2021,4,雲林縣,674622
2021-05-01,2021,5,雲林縣,674152
2021-06-01,2021,6,雲林縣,673766
2021-07-01,2021,7,雲林縣,673309
2021-08-01,2021,8,雲林縣,672557
2021-09-01,2021,9,雲林縣,671686
2021-10-01,2021,10,高雄市,2749293
2021-11-01,2021,11,高雄市,2746939
2021-12-01,2021,12,高雄市,2744691
2021-01-01,2021,1,高雄市,2764291
2021-02-01,2021,2,高雄市,2763057
2021-03-01,2021,3,高雄市,2761462
2021-04-01,2021,4,高雄市,2760028
2021-05-01,2021,5,高雄市,2758494
2021-06-01,2021,6,高雄市,2757205
2021-07-01,2021,7,高雄市,2755491
2021-08-01,2021,8,高雄市,2753530
2021-09-01,2021,9,高雄市,2751317
2020-10-01,2020,10,南投縣,491546
2020-11-01,2020,11,南投縣,491241
2020-12-01,2020,12,南投縣,490832
2020-01-01,2020,1,南投縣,493984
2020-02-01,2020,2,南投縣,493743
2020-03-01,2020,3,南投縣,493403
2020-04-01,2020,4,南投縣,493138
2020-05-01,2020,5,南投縣,492877
2020-06-01,2020,6,南投縣,492733
2020-07-01,2020,7,南投縣,492410
2020-08-01,2020,8,南投縣,492168
2020-09-01,2020,9,南投縣,491743
2020-10-01,2020,10,嘉義市,266251
2020-11-01,2020,11,嘉義市,266076
2020-12-01,2020,12,嘉義市,266005
2020-01-01,2020,1,嘉義市,267653
2020-02-01,2020,2,嘉義市,267598
2020-03-01,2020,3,嘉義市,267472
2020-04-01,2020,4,嘉義市,267432
2020-05-01,2020,5,嘉義市,267203
2020-06-01,2020,6,嘉義市,267034
2020-07-01,2020,7,嘉義市,266833
2020-08-01,2020,8,嘉義市,266668
2020-09-01,2020,9,嘉義市,266442
2020-10-01,2020,10,嘉義縣,500117
2020-11-01,2020,11,嘉義縣,499881
2020-12-01,2020,12,嘉義縣,499481
2020-01-01,2020,1,嘉義縣,502718
2020-02-01,2020,2,嘉義縣,502385
2020-03-01,2020,3,嘉義縣,502007
2020-04-01,2020,4,嘉義縣,501774
2020-05-01,2020,5,嘉義縣,501376
2020-06-01,2020,6,嘉義縣,501212
2020-07-01,2020,7,嘉義縣,500897
2020-08-01,2020,8,嘉義縣,500654
2020-09-01,2020,9,嘉義縣,500316
2020-10-01,2020,10,基隆市,367890
2020-11-01,2020,11,基隆市,367740
2020-12-01,2020,12,基隆市,367577
2020-01-01,2020,1,基隆市,368932
2020-02-01,2020,2,基隆市,368870
2020-03-01,2020,3,基隆市,368792
2020-04-01,2020,4,基隆市,368850
2020-05-01,2020,5,基隆市,368686
2020-06-01,2020,6,基隆市,368528
2020-07-01,2020,7,基隆市,368372
2020-08-01,2020,8,基隆市,368184
2020-09-01,2020,9,基隆市,368020
2020-10-01,2020,10,宜蘭縣,453309
2020-11-01,2020,11,宜蘭縣,453246
2020-12-01,2020,12,宜蘭縣,453087
2020-01-01,2020,1,宜蘭縣,454161
2020-02-01,2020,2,宜蘭縣,454099
2020-03-01,2020,3,宜蘭縣,453951
2020-04-01,2020,4,宜蘭縣,453915
2020-05-01,2020,5,宜蘭縣,453970
2020-06-01,2020,6,宜蘭縣,453891
2020-07-01,2020,7,宜蘭縣,453760
2020-08-01,2020,8,宜蘭縣,453646
2020-09-01,2020,9,宜蘭縣,453452
2020-10-01,2020,10,屏東縣,813676
2020-11-01,2020,11,屏東縣,813176
2020-12-01,2020,12,屏東縣,812658
2020-01-01,2020,1,屏東縣,818493
2020-02-01,2020,2,屏東縣,817803
2020-03-01,2020,3,屏東縣,817193
2020-04-01,2020,4,屏東縣,816636
2020-05-01,2020,5,屏東縣,816173
2020-06-01,2020,6,屏東縣,815789
2020-07-01,2020,7,屏東縣,815367
2020-08-01,2020,8,屏東縣,814895
2020-09-01,2020,9,屏東縣,814210
2020-10-01,2020,10,彰化縣,1267786
2020-11-01,2020,11,彰化縣,1267339
2020-12-01,2020,12,彰化縣,1266670
2020-01-01,2020,1,彰化縣,1272449
2020-02-01,2020,2,彰化縣,1271761
2020-03-01,2020,3,彰化縣,1271015
2020-04-01,2020,4,彰化縣,1270521
2020-05-01,2020,5,彰化縣,1269953
2020-06-01,2020,6,彰化縣,1269791
2020-07-01,2020,7,彰化縣,1269395
2020-08-01,2020,8,彰化縣,1268766
2020-09-01,2020,9,彰化縣,1267988
2020-10-01,2020,10,新北市,4029920
2020-11-01,2020,11,新北市,4030594
2020-12-01,2020,12,新北市,4030954
2020-01-01,2020,1,新北市,4020572
2020-02-01,2020,2,新北市,4022450
2020-03-01,2020,3,新北市,4023620
2020-04-01,2020,4,新北市,4024539
2020-05-01,2020,5,新北市,4026407
2020-06-01,2020,6,新北市,4026646
2020-07-01,2020,7,新北市,4027481
2020-08-01,2020,8,新北市,4028324
2020-09-01,2020,9,新北市,4029205
2020-10-01,2020,10,新竹市,450793
2020-11-01,2020,11,新竹市,451033
2020-12-01,2020,12,新竹市,451412
2020-01-01,2020,1,新竹市,449113
2020-02-01,2020,2,新竹市,449251
2020-03-01,2020,3,新竹市,449425
2020-04-01,2020,4,新竹市,449593
2020-05-01,2020,5,新竹市,449806
2020-06-01,2020,6,新竹市,450021
2020-07-01,2020,7,新竹市,450113
2020-08-01,2020,8,新竹市,450288
2020-09-01,2020,9,新竹市,450617
2020-10-01,2020,10,新竹縣,569565
2020-11-01,2020,11,新竹縣,570065
2020-12-01,2020,12,新竹縣,570775
2020-01-01,2020,1,新竹縣,564296
2020-02-01,2020,2,新竹縣,564832
2020-03-01,2020,3,新竹縣,565272
2020-04-01,2020,4,新竹縣,565851
2020-05-01,2020,5,新竹縣,566434
2020-06-01,2020,6,新竹縣,566998
2020-07-01,2020,7,新竹縣,567807
2020-08-01,2020,8,新竹縣,568516
2020-09-01,2020,9,新竹縣,569199
2020-10-01,2020,10,桃園市,2265940
2020-11-01,2020,11,桃園市,2267070
2020-12-01,2020,12,桃園市,2268807
2020-01-01,2020,1,桃園市,2250954
2020-02-01,2020,2,桃園市,2252835
2020-03-01,2020,3,桃園市,2254363
2020-04-01,2020,4,桃園市,2255753
2020-05-01,2020,5,桃園市,2256665
2020-06-01,2020,6,桃園市,2258099
2020-07-01,2020,7,桃園市,2260043
2020-08-01,2020,8,桃園市,2262440
2020-09-01,2020,9,桃園市,2264231
2020-10-01,2020,10,澎湖縣,105912
2020-11-01,2020,11,澎湖縣,105907
2020-12-01,2020,12,澎湖縣,105952
2020-01-01,2020,1,澎湖縣,105147
2020-02-01,2020,2,澎湖縣,105121
2020-03-01,2020,3,澎湖縣,105117
2020-04-01,2020,4,澎湖縣,105070
2020-05-01,2020,5,澎湖縣,105022
2020-06-01,2020,6,澎湖縣,105028
2020-07-01,2020,7,澎湖縣,105174
2020-08-01,2020,8,澎湖縣,105277
2020-09-01,2020,9,澎湖縣,105794
2020-10-01,2020,10,臺中市,2817547
2020-11-01,2020,11,臺中市,2818670
2020-12-01,2020,12,臺中市,2820787
2020-01-01,2020,1,臺中市,2815704
2020-02-01,2020,2,臺中市,2816052
2020-03-01,2020,3,臺中市,2816667
2020-04-01,2020,4,臺中市,2816741
2020-05-01,2020,5,臺中市,2816494
2020-06-01,2020,6,臺中市,2816917
2020-07-01,2020,7,臺中市,2816792
2020-08-01,2020,8,臺中市,2816819
2020-09-01,2020,9,臺中市,2816779
2020-10-01,2020,10,臺北市,2608332
2020-11-01,2020,11,臺北市,2605369
2020-12-01,2020,12,臺北市,2602418
2020-01-01,2020,1,臺北市,2642877
2020-02-01,2020,2,臺北市,2639084
2020-03-01,2020,3,臺北市,2635286
2020-04-01,2020,4,臺北市,2631083
2020-05-01,2020,5,臺北市,2626385
2020-06-01,2020,6,臺北市,2624143
2020-07-01,2020,7,臺北市,2620037
2020-08-01,2020,8,臺北市,2615642
2020-09-01,2020,9,臺北市,2610762
2020-10-01,2020,10,臺南市,1875909
2020-11-01,2020,11,臺南市,1875378
2020-12-01,2020,12,臺南市,1874917
2020-01-01,2020,1,臺南市,1880216
2020-02-01,2020,2,臺南市,1879647
2020-03-01,2020,3,臺南市,1879115
2020-04-01,2020,4,臺南市,1878845
2020-05-01,2020,5,臺南市,1878253
2020-06-01,2020,6,臺南市,1877891
2020-07-01,2020,7,臺南市,1877294
2020-08-01,2020,8,臺南市,1876829
2020-09-01,2020,9,臺南市,1876364
2020-10-01,2020,10,臺東縣,215468
2020-11-01,2020,11,臺東縣,215351
2020-12-01,2020,12,臺東縣,215261
2020-01-01,2020,1,臺東縣,216633
2020-02-01,2020,2,臺東縣,216453
2020-03-01,2020,3,臺東縣,216308
2020-04-01,2020,4,臺東縣,216164
2020-05-01,2020,5,臺東縣,216045
2020-06-01,2020,6,臺東縣,215940
2020-07-01,2020,7,臺東縣,215768
2020-08-01,2020,8,臺東縣,215674
2020-09-01,2020,9,臺東縣,215483
2020-10-01,2020,10,花蓮縣,324602
2020-11-01,2020,11,花蓮縣,324501
2020-12-01,2020,12,花蓮縣,324372
2020-01-01,2020,1,花蓮縣,326063
2020-02-01,2020,2,花蓮縣,325857
2020-03-01,2020,3,花蓮縣,325706
2020-04-01,2020,4,花蓮縣,325582
2020-05-01,2020,5,花蓮縣,325453
2020-06-01,2020,6,花蓮縣,325271
2020-07-01,2020,7,花蓮縣,325058
2020-08-01,2020,8,花蓮縣,325018
2020-09-01,2020,9,花蓮縣,324804
2020-10-01,2020,10,苗栗縣,543287
2020-11-01,2020,11,苗栗縣,542985
2020-12-01,2020,12,苗栗縣,542590
2020-01-01,2020,1,苗栗縣,545433
2020-02-01,2020,2,苗栗縣,545158
2020-03-01,2020,3,苗栗縣,544762
2020-04-01,2020,4,苗栗縣,544548
2020-05-01,2020,5,苗栗縣,544339
2020-06-01,2020,6,苗栗縣,544135
2020-07-01,2020,7,苗栗縣,543803
2020-08-01,2020,8,苗栗縣,543711
2020-09-01,2020,9,苗栗縣,543513
2020-10-01,2020,10,連江縣,13149
2020-11-01,2020,11,連江縣,13199
2020-12-01,2020,12,連江縣,13279
2020-01-01,2020,1,連江縣,13080
2020-02-01,2020,2,連江縣,13059
2020-03-01,2020,3,連江縣,13034
2020-04-01,2020,4,連江縣,13045
2020-05-01,2020,5,連江縣,13036
2020-06-01,2020,6,連江縣,13049
2020-07-01,2020,7,連江縣,13123
2020-08-01,2020,8,連江縣,13089
2020-09-01,2020,9,連江縣,13132
2020-10-01,2020,10,金門縣,140420
2020-11-01,2020,11,金門縣,140490
2020-12-01,2020,12,金門縣,140597
2020-01-01,2020,1,金門縣,140253
2020-02-01,2020,2,金門縣,140081
2020-03-01,2020,3,金門縣,139951
2020-04-01,2020,4,金門縣,139804
2020-05-01,2020,5,金門縣,139683
2020-06-01,2020,6,金門縣,139588
2020-07-01,2020,7,金門縣,139628
2020-08-01,2020,8,金門縣,139703
2020-09-01,2020,9,金門縣,140329
2020-10-01,2020,10,雲林縣,677669
2020-11-01,2020,11,雲林縣,677293
2020-12-01,2020,12,雲林縣,676873
2020-01-01,2020,1,雲林縣,680963
2020-02-01,2020,2,雲林縣,680448
2020-03-01,2020,3,雲林縣,680050
2020-04-01,2020,4,雲林縣,679635
2020-05-01,2020,5,雲林縣,679468
2020-06-01,2020,6,雲林縣,679273
2020-07-01,2020,7,雲林縣,678896
2020-08-01,2020,8,雲林縣,678589
2020-09-01,2020,9,雲林縣,678064
2020-10-01,2020,10,高雄市,2767383
2020-11-01,2020,11,高雄市,2766752
2020-12-01,2020,12,高雄市,2765932
2020-01-01,2020,1,高雄市,2774571
2020-02-01,2020,2,高雄市,2774316
2020-03-01,2020,3,高雄市,2773984
2020-04-01,2020,4,高雄市,2773401
2020-05-01,2020,5,高雄市,2772834
2020-06-01,2020,6,高雄市,2771846
2020-07-01,2020,7,高雄市,2770654
2020-08-01,2020,8,高雄市,2769434
2020-09-01,2020,9,高雄市,2767931
2019-10-01,2019,10,南投縣,494522
2019-11-01,2019,11,南投縣,494352
2019-12-01,2019,12,南投縣,494112
2019-01-01,2019,1,南投縣,496606
2019-02-01,2019,2,南投縣,496435
2019-03-01,2019,3,南投縣,496167
2019-04-01,2019,4,南投縣,495891
2019-05-01,2019,5,南投縣,495546
2019-06-01,2019,6,南投縣,495283
2019-07-01,2019,7,南投縣,495084
2019-08-01,2019,8,南投縣,495062
2019-09-01,2019,9,南投縣,494692
2019-10-01,2019,10,嘉義市,267772
2019-11-01,2019,11,嘉義市,267733
2019-12-01,2019,12,嘉義市,267690
2019-01-01,2019,1,嘉義市,268579
2019-02-01,2019,2,嘉義市,268543
2019-03-01,2019,3,嘉義市,268502
2019-04-01,2019,4,嘉義市,268474
2019-05-01,2019,5,嘉義市,268514
2019-06-01,2019,6,嘉義市,268435
2019-07-01,2019,7,嘉義市,268231
2019-08-01,2019,8,嘉義市,268068
2019-09-01,2019,9,嘉義市,267863
2019-10-01,2019,10,嘉義縣,503485
2019-11-01,2019,11,嘉義縣,503357
2019-12-01,2019,12,嘉義縣,503113
2019-01-01,2019,1,嘉義縣,506559
2019-02-01,2019,2,嘉義縣,506206
2019-03-01,2019,3,嘉義縣,505785
2019-04-01,2019,4,嘉義縣,505408
2019-05-01,2019,5,嘉義縣,505035
2019-06-01,2019,6,嘉義縣,504750
2019-07-01,2019,7,嘉義縣,504453
2019-08-01,2019,8,嘉義縣,504106
2019-09-01,2019,9,嘉義縣,503773
2019-10-01,2019,10,基隆市,369055
2019-11-01,2019,11,基隆市,368905
2019-12-01,2019,12,基隆市,368893
2019-01-01,2019,1,基隆市,369987
2019-02-01,2019,2,基隆市,369916
2019-03-01,2019,3,基隆市,369848
2019-04-01,2019,4,基隆市,369820
2019-05-01,2019,5,基隆市,369613
2019-06-01,2019,6,基隆市,369475
2019-07-01,2019,7,基隆市,369360
2019-08-01,2019,8,基隆市,369305
2019-09-01,2019,9,基隆市,369132
2019-10-01,2019,10,宜蘭縣,454287
2019-11-01,2019,11,宜蘭縣,454226
2019-12-01,2019,12,宜蘭縣,454178
2019-01-01,2019,1,宜蘭縣,455035
2019-02-01,2019,2,宜蘭縣,454922
2019-03-01,2019,3,宜蘭縣,454770
2019-04-01,2019,4,宜蘭縣,454732
2019-05-01,2019,5,宜蘭縣,454725
2019-06-01,2019,6,宜蘭縣,454706
2019-07-01,2019,7,宜蘭縣,454636
2019-08-01,2019,8,宜蘭縣,454579
2019-09-01,2019,9,宜蘭縣,454345
2019-10-01,2019,10,屏東縣,819793
2019-11-01,2019,11,屏東縣,819429
2019-12-01,2019,12,屏東縣,819184
2019-01-01,2019,1,屏東縣,824587
2019-02-01,2019,2,屏東縣,823952
2019-03-01,2019,3,屏東縣,823256
2019-04-01,2019,4,屏東縣,822709
2019-05-01,2019,5,屏東縣,822270
2019-06-01,2019,6,屏東縣,821834
2019-07-01,2019,7,屏東縣,821196
2019-08-01,2019,8,屏東縣,820798
2019-09-01,2019,9,屏東縣,820155
2019-10-01,2019,10,彰化縣,1272939
2019-11-01,2019,11,彰化縣,1272789
2019-12-01,2019,12,彰化縣,1272802
2019-01-01,2019,1,彰化縣,1277176
2019-02-01,2019,2,彰化縣,1276766
2019-03-01,2019,3,彰化縣,1276289
2019-04-01,2019,4,彰化縣,1275669
2019-05-01,2019,5,彰化縣,1275111
2019-06-01,2019,6,彰化縣,1274724
2019-07-01,2019,7,彰化縣,1274274
2019-08-01,2019,8,彰化縣,1273613
2019-09-01,2019,9,彰化縣,1273130
2019-10-01,2019,10,新北市,4014560
2019-11-01,2019,11,新北市,4016477
2019-12-01,2019,12,新北市,4018696
2019-01-01,2019,1,新北市,3997189
2019-02-01,2019,2,新北市,3998358
2019-03-01,2019,3,新北市,3998883
2019-04-01,2019,4,新北市,4000164
2019-05-01,2019,5,新北市,4003297
2019-06-01,2019,6,新北市,4004598
2019-07-01,2019,7,新北市,4007814
2019-08-01,2019,8,新北市,4010657
2019-09-01,2019,9,新北市,4012918
2019-10-01,2019,10,新竹市,448207
2019-11-01,2019,11,新竹市,448472
2019-12-01,2019,12,新竹市,448803
2019-01-01,2019,1,新竹市,445990
2019-02-01,2019,2,新竹市,446210
2019-03-01,2019,3,新竹市,446567
2019-04-01,2019,4,新竹市,446701
2019-05-01,2019,5,新竹市,447081
2019-06-01,2019,6,新竹市,447359
2019-07-01,2019,7,新竹市,447484
2019-08-01,2019,8,新竹市,447781
2019-09-01,2019,9,新竹市,447952
2019-10-01,2019,10,新竹縣,563104
2019-11-01,2019,11,新竹縣,563368
2019-12-01,2019,12,新竹縣,563933
2019-01-01,2019,1,新竹縣,557349
2019-02-01,2019,2,新竹縣,557641
2019-03-01,2019,3,新竹縣,558020
2019-04-01,2019,4,新竹縣,558507
2019-05-01,2019,5,新竹縣,559317
2019-06-01,2019,6,新竹縣,559734
2019-07-01,2019,7,新竹縣,560719
2019-08-01,2019,8,新竹縣,561806
2019-09-01,2019,9,新竹縣,562674
2019-10-01,2019,10,桃園市,2245059
2019-11-01,2019,11,桃園市,2246893
2019-12-01,2019,12,桃園市,2249037
2019-01-01,2019,1,桃園市,2223733
2019-02-01,2019,2,桃園市,2225621
2019-03-01,2019,3,桃園市,2228118
2019-04-01,2019,4,桃園市,2230653
2019-05-01,2019,5,桃園市,2232623
2019-06-01,2019,6,桃園市,2235005
2019-07-01,2019,7,桃園市,2237943
2019-08-01,2019,8,桃園市,2240328
2019-09-01,2019,9,桃園市,2242685
2019-10-01,2019,10,澎湖縣,105192
2019-11-01,2019,11,澎湖縣,105236
2019-12-01,2019,12,澎湖縣,105207
2019-01-01,2019,1,澎湖縣,104511
2019-02-01,2019,2,澎湖縣,104533
2019-03-01,2019,3,澎湖縣,104574
2019-04-01,2019,4,澎湖縣,104683
2019-05-01,2019,5,澎湖縣,104751
2019-06-01,2019,6,澎湖縣,104676
2019-07-01,2019,7,澎湖縣,104708
2019-08-01,2019,8,澎湖縣,104711
2019-09-01,2019,9,澎湖縣,105152
2019-10-01,2019,10,臺中市,2813397
2019-11-01,2019,11,臺中市,2814224
2019-12-01,2019,12,臺中市,2815261
2019-01-01,2019,1,臺中市,2806406
2019-02-01,2019,2,臺中市,2807325
2019-03-01,2019,3,臺中市,2808219
2019-04-01,2019,4,臺中市,2809004
2019-05-01,2019,5,臺中市,2809545
2019-06-01,2019,6,臺中市,2810219
2019-07-01,2019,7,臺中市,2811148
2019-08-01,2019,8,臺中市,2811729
2019-09-01,2019,9,臺中市,2812507
2019-10-01,2019,10,臺北市,2646204
2019-11-01,2019,11,臺北市,2645293
2019-12-01,2019,12,臺北市,2645041
2019-01-01,2019,1,臺北市,2666908
2019-02-01,2019,2,臺北市,2664983
2019-03-01,2019,3,臺北市,2663425
2019-04-01,2019,4,臺北市,2661317
2019-05-01,2019,5,臺北市,2658615
2019-06-01,2019,6,臺北市,2657652
2019-07-01,2019,7,臺北市,2654008
2019-08-01,2019,8,臺北市,2650154
2019-09-01,2019,9,臺北市,2647164
2019-10-01,2019,10,臺南市,1881204
2019-11-01,2019,11,臺南市,1881156
2019-12-01,2019,12,臺南市,1880906
2019-01-01,2019,1,臺南市,1883723
2019-02-01,2019,2,臺南市,1883448
2019-03-01,2019,3,臺南市,1883356
2019-04-01,2019,4,臺南市,1883078
2019-05-01,2019,5,臺南市,1882624
2019-06-01,2019,6,臺南市,1882313
2019-07-01,2019,7,臺南市,1881796
2019-08-01,2019,8,臺南市,1881730
2019-09-01,2019,9,臺南市,1881494
2019-10-01,2019,10,臺東縣,217074
2019-11-01,2019,11,臺東縣,216966
2019-12-01,2019,12,臺東縣,216781
2019-01-01,2019,1,臺東縣,218691
2019-02-01,2019,2,臺東縣,218513
2019-03-01,2019,3,臺東縣,218256
2019-04-01,2019,4,臺東縣,218119
2019-05-01,2019,5,臺東縣,217936
2019-06-01,2019,6,臺東縣,217721
2019-07-01,2019,7,臺東縣,217540
2019-08-01,2019,8,臺東縣,217408
2019-09-01,2019,9,臺東縣,217166
2019-10-01,2019,10,花蓮縣,326465
2019-11-01,2019,11,花蓮縣,326369
2019-12-01,2019,12,花蓮縣,326247
2019-01-01,2019,1,花蓮縣,327788
2019-02-01,2019,2,花蓮縣,327654
2019-03-01,2019,3,花蓮縣,327513
2019-04-01,2019,4,花蓮縣,327349
2019-05-01,2019,5,花蓮縣,327080
2019-06-01,2019,6,花蓮縣,326986
2019-07-01,2019,7,花蓮縣,326813
2019-08-01,2019,8,花蓮縣,326780
2019-09-01,2019,9,花蓮縣,326576
2019-10-01,2019,10,苗栗縣,545852
2019-11-01,2019,11,苗栗縣,545645
2019-12-01,2019,12,苗栗縣,545459
2019-01-01,2019,1,苗栗縣,548403
2019-02-01,2019,2,苗栗縣,548124
2019-03-01,2019,3,苗栗縣,547692
2019-04-01,2019,4,苗栗縣,547387
2019-05-01,2019,5,苗栗縣,547037
2019-06-01,2019,6,苗栗縣,546690
2019-07-01,2019,7,苗栗縣,546461
2019-08-01,2019,8,苗栗縣,546424
2019-09-01,2019,9,苗栗縣,546093
2019-10-01,2019,10,連江縣,13089
2019-11-01,2019,11,連江縣,13093
2019-12-01,2019,12,連江縣,13089
2019-01-01,2019,1,連江縣,13079
2019-02-01,2019,2,連江縣,13073
2019-03-01,2019,3,連江縣,13053
2019-04-01,2019,4,連江縣,13056
2019-05-01,2019,5,連江縣,13095
2019-06-01,2019,6,連江縣,13095
2019-07-01,2019,7,連江縣,13062
2019-08-01,2019,8,連江縣,13073
2019-09-01,2019,9,連江縣,13060
2019-10-01,2019,10,金門縣,140045
2019-11-01,2019,11,金門縣,140149
2019-12-01,2019,12,金門縣,140185
2019-01-01,2019,1,金門縣,139484
2019-02-01,2019,2,金門縣,139426
2019-03-01,2019,3,金門縣,139387
2019-04-01,2019,4,金門縣,139464
2019-05-01,2019,5,金門縣,139440
2019-06-01,2019,6,金門縣,139281
2019-07-01,2019,7,金門縣,139365
2019-08-01,2019,8,金門縣,139319
2019-09-01,2019,9,金門縣,139987
2019-10-01,2019,10,雲林縣,681834
2019-11-01,2019,11,雲林縣,681584
2019-12-01,2019,12,雲林縣,681306
2019-01-01,2019,1,雲林縣,685354
2019-02-01,2019,2,雲林縣,684759
2019-03-01,2019,3,雲林縣,684241
2019-04-01,2019,4,雲林縣,683898
2019-05-01,2019,5,雲林縣,683589
2019-06-01,2019,6,雲林縣,683318
2019-07-01,2019,7,雲林縣,682912
2019-08-01,2019,8,雲林縣,682577
2019-09-01,2019,9,雲林縣,682066
2019-10-01,2019,10,高雄市,2773127
2019-11-01,2019,11,高雄市,2773060
2019-12-01,2019,12,高雄市,2773198
2019-01-01,2019,1,高雄市,2773607
2019-02-01,2019,2,高雄市,2773596
2019-03-01,2019,3,高雄市,2773271
2019-04-01,2019,4,高雄市,2773229
2019-05-01,2019,5,高雄市,2773026
2019-06-01,2019,6,高雄市,2773177
2019-07-01,2019,7,高雄市,2773591
2019-08-01,2019,8,高雄市,2773786
2019-09-01,2019,9,高雄市,2773199
2018-10-01,2018,10,南投縣,497876
2018-11-01,2018,11,南投縣,497486
2018-12-01,2018,12,南投縣,497031
2018-01-01,2018,1,南投縣,500686
2018-02-01,2018,2,南投縣,500449
2018-03-01,2018,3,南投縣,500103
2018-04-01,2018,4,南投縣,499879
2018-05-01,2018,5,南投縣,499531
2018-06-01,2018,6,南投縣,499194
2018-07-01,2018,7,南投縣,498851
2018-08-01,2018,8,南投縣,498425
2018-09-01,2018,9,南投縣,498117
2018-10-01,2018,10,嘉義市,268741
2018-11-01,2018,11,嘉義市,268697
2018-12-01,2018,12,嘉義市,268622
2018-01-01,2018,1,嘉義市,269345
2018-02-01,2018,2,嘉義市,269327
2018-03-01,2018,3,嘉義市,269307
2018-04-01,2018,4,嘉義市,269239
2018-05-01,2018,5,嘉義市,269091
2018-06-01,2018,6,嘉義市,268951
2018-07-01,2018,7,嘉義市,268973
2018-08-01,2018,8,嘉義市,268809
2018-09-01,2018,9,嘉義市,268699
2018-10-01,2018,10,嘉義縣,507780
2018-11-01,2018,11,嘉義縣,507462
2018-12-01,2018,12,嘉義縣,507068
2018-01-01,2018,1,嘉義縣,510806
2018-02-01,2018,2,嘉義縣,510498
2018-03-01,2018,3,嘉義縣,510018
2018-04-01,2018,4,嘉義縣,509677
2018-05-01,2018,5,嘉義縣,509360
2018-06-01,2018,6,嘉義縣,509161
2018-07-01,2018,7,嘉義縣,508729
2018-08-01,2018,8,嘉義縣,508372
2018-09-01,2018,9,嘉義縣,508038
2018-10-01,2018,10,基隆市,370269
2018-11-01,2018,11,基隆市,370206
2018-12-01,2018,12,基隆市,370155
2018-01-01,2018,1,基隆市,371317
2018-02-01,2018,2,基隆市,371204
2018-03-01,2018,3,基隆市,371119
2018-04-01,2018,4,基隆市,371099
2018-05-01,2018,5,基隆市,370944
